pair_id,nb_classes_v1,nb_classes_v2,delta_classes,nb_added_classes,nb_removed_classes,nb_attributes_v1,nb_attributes_v2,delta_attributes,nb_added_attributes,nb_removed_attributes,nb_type_changes,nb_references_v1,nb_references_v2,delta_references,nb_added_references,nb_removed_references,nb_multiplicity_changes,nb_containment_changes,nb_abstract_changes,nb_supertype_changes,nsuri_changed,label
augmented_0405_eattribute_removed_from_data_synthetic_remove_attribute_metamodels_remove_attribute_v1__to__data_synthetic_remove_attribute_metamodels_remove_attribute_v2,1,1,0,0,0,4,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0325_eclass_added_from_data_synthetic_change_nsuri3_metamodels_change_nsuri3_v1__to__data_synthetic_change_nsuri3_metamodels_change_nsuri3_v2,1,2,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0372_ereference_added_from_data_synthetic_mixed3_metamodels_mixed3_v1__to__data_synthetic_mixed3_metamodels_mixed3_v2,2,2,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0258_eattribute_type_changed_from_data_synthetic_add_supertype3_metamodels_add_supertype3_v1__to__data_synthetic_add_supertype3_metamodels_add_supertype3_v2,3,3,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0428_eclass_abstract_changed_from_data_synthetic_remove_eclass4_metamodels_remove_eclass4_v1__to__data_synthetic_remove_eclass4_metamodels_remove_eclass4_v2,3,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0442_eattribute_removed_from_data_synthetic_rename_attribute2_metamodels_rename_attribute2_v1__to__data_synthetic_rename_attribute2_metamodels_rename_attribute2_v2,1,1,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0188_eclass_added_from_data_synthetic_add_attribute_metamodels_add_attribute_v1__to__data_synthetic_add_attribute_metamodels_add_attribute_v2,1,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0108_eclass_added_from_data_domains_library_metamodels_library_v2__to__data_domains_library_metamodels_library_v3,3,4,1,1,0,7,8,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0003_eattribute_removed_from_backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__24b7174__b4ed8d1,21,21,0,0,0,21,20,-1,0,1,0,12,12,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0481_eclass_added_from_data_synthetic_rename_eclass_metamodels_rename_eclass_v1__to__data_synthetic_rename_eclass_metamodels_rename_eclass_v2,2,3,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0227_eattribute_added_from_data_synthetic_add_reference3_metamodels_add_reference3_v1__to__data_synthetic_add_reference3_metamodels_add_reference3_v2,2,2,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,3,1,1,0,4,5,1,0,0,1,4,9,5,1,0,0,0,0,0,0,MIXED
augmented_0129_ereference_added_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,9,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0417_eattribute_added_from_data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,3,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0083_eclass_removed_from_data_domains_company_metamodels_company_v2__to__data_domains_company_metamodels_company_v3,3,2,-1,0,1,7,3,-4,0,0,0,2,2,0,0,0,0,0,0,0,0,MIXED
data_domains_bank_metamodels_bank_v1__to__data_domains_bank_metamodels_bank_v2,2,2,0,0,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,1,MIXED
augmented_0413_ereference_added_from_data_synthetic_remove_eclass2_metamodels_remove_eclass2_v1__to__data_synthetic_remove_eclass2_metamodels_remove_eclass2_v2,3,3,0,0,0,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0466_eclass_abstract_changed_from_data_synthetic_rename_eclass2_metamodels_rename_eclass2_v1__to__data_synthetic_rename_eclass2_metamodels_rename_eclass2_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0489_eclass_added_from_examples_org.eclipse.emfcloud.modelserver.glsp.example.model_model_model__9f0f4e1__0486d0a,4,5,1,1,0,2,3,1,0,0,0,4,4,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0193_eclass_added_from_data_synthetic_add_eclass2_metamodels_add_eclass2_v1__to__data_synthetic_add_eclass2_metamodels_add_eclass2_v2,1,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0075_eattribute_removed_from_data_domains_clinic_metamodels_clinic_v2__to__data_domains_clinic_metamodels_clinic_v3,3,3,0,0,0,9,8,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0050_ereference_removed_from_data_domains_banking_metamodels_banking_v2__to__data_domains_banking_metamodels_banking_v3,2,2,0,0,0,6,6,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0189_eattribute_added_from_data_synthetic_add_attribute_metamodels_add_attribute_v1__to__data_synthetic_add_attribute_metamodels_add_attribute_v2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0142_eattribute_type_changed_from_data_domains_shop_metamodels_shop_v2__to__data_domains_shop_metamodels_shop_v3,2,2,0,0,0,6,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
data_synthetic_add_attribute3_metamodels_add_attribute3_v1__to__data_synthetic_add_attribute3_metamodels_add_attribute3_v2,1,1,0,0,0,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0299_eclass_added_from_data_synthetic_change_abstract_metamodels_change_abstract_v1__to__data_synthetic_change_abstract_metamodels_change_abstract_v2,2,3,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0058_ereference_added_from_data_domains_banking_metamodels_banking_v3__to__data_domains_banking_metamodels_banking_v4,3,3,0,0,0,11,11,0,0,0,0,2,3,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0238_eclass_abstract_changed_from_data_synthetic_add_reference4_metamodels_add_reference4_v1__to__data_synthetic_add_reference4_metamodels_add_reference4_v2,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0095_ereference_added_from_data_domains_fleet_metamodels_fleet_v2__to__data_domains_fleet_metamodels_fleet_v3,2,2,0,0,0,7,7,0,0,0,0,1,2,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0048_eattribute_type_changed_from_data_domains_banking_metamodels_banking_v2__to__data_domains_banking_metamodels_banking_v3,2,2,0,0,0,6,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0475_eclass_removed_from_data_synthetic_rename_eclass4_metamodels_rename_eclass4_v1__to__data_synthetic_rename_eclass4_metamodels_rename_eclass4_v2,2,1,-1,0,1,3,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0203_eclass_added_from_data_synthetic_add_eclass4_metamodels_add_eclass4_v1__to__data_synthetic_add_eclass4_metamodels_add_eclass4_v2,1,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0306_eclass_added_from_data_synthetic_change_containment2_metamodels_change_containment2_v1__to__data_synthetic_change_containment2_metamodels_change_containment2_v2,2,3,1,1,0,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0123_eclass_abstract_changed_from_data_domains_school_metamodels_school_v1__to__data_domains_school_metamodels_school_v2,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0195_eattribute_removed_from_data_synthetic_add_eclass2_metamodels_add_eclass2_v1__to__data_synthetic_add_eclass2_metamodels_add_eclass2_v2,1,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0322_eattribute_removed_from_data_synthetic_change_nsuri2_metamodels_change_nsuri2_v1__to__data_synthetic_change_nsuri2_metamodels_change_nsuri2_v2,1,1,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0119_eattribute_added_from_data_domains_school_metamodels_school_v1__to__data_domains_school_metamodels_school_v2,2,2,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0395_eattribute_removed_from_data_synthetic_remove_attribute3_metamodels_remove_attribute3_v1__to__data_synthetic_remove_attribute3_metamodels_remove_attribute3_v2,1,1,0,0,0,4,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0485_eattribute_type_changed_from_data_synthetic_rename_eclass_metamodels_rename_eclass_v1__to__data_synthetic_rename_eclass_metamodels_rename_eclass_v2,2,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0244_ereference_added_from_data_synthetic_add_reference_metamodels_add_reference_v1__to__data_synthetic_add_reference_metamodels_add_reference_v2,2,2,0,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0110_eattribute_added_from_data_domains_library_metamodels_library_v2__to__data_domains_library_metamodels_library_v3,3,3,0,0,0,7,8,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0477_eattribute_removed_from_data_synthetic_rename_eclass4_metamodels_rename_eclass4_v1__to__data_synthetic_rename_eclass4_metamodels_rename_eclass4_v2,2,2,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0419_eattribute_type_changed_from_data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,3,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0127_eattribute_removed_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,8,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0009_eattribute_removed_from_backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__c28c33f__24b7174,21,21,0,0,0,21,20,-1,0,1,0,12,12,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0026_ereference_added_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__11a7d73__c62bcea,3,3,0,0,0,5,5,0,0,0,0,9,10,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
data_synthetic_change_nsuri2_metamodels_change_nsuri2_v1__to__data_synthetic_change_nsuri2_metamodels_change_nsuri2_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MIXED
augmented_0173_eclass_removed_from_data_domains_university_metamodels_university_v2__to__data_domains_university_metamodels_university_v3,4,3,-1,0,1,8,6,-2,0,0,0,3,3,0,0,0,0,0,0,0,0,MIXED
augmented_0023_eattribute_added_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__11a7d73__c62bcea,3,3,0,0,0,5,6,1,1,0,0,9,9,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0418_eattribute_removed_from_data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,3,0,0,0,4,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0491_eclass_removed_from_tests_org.eclipse.emfcloud.modelserver.emf.tests_resources_Coffee__10f1a24__873c12d,11,10,-1,0,1,17,15,-2,0,0,0,7,7,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0212_eclass_abstract_changed_from_data_synthetic_add_eclass5_metamodels_add_eclass5_v1__to__data_synthetic_add_eclass5_metamodels_add_eclass5_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0097_ereference_multiplicity_changed_from_data_domains_fleet_metamodels_fleet_v2__to__data_domains_fleet_metamodels_fleet_v3,2,2,0,0,0,7,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0052_eclass_abstract_changed_from_data_domains_banking_metamodels_banking_v2__to__data_domains_banking_metamodels_banking_v3,2,2,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0463_eattribute_removed_from_data_synthetic_rename_eclass2_metamodels_rename_eclass2_v1__to__data_synthetic_rename_eclass2_metamodels_rename_eclass2_v2,2,2,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
data_domains_clinic_metamodels_clinic_v1__to__data_domains_clinic_metamodels_clinic_v2,2,3,1,1,0,4,9,5,3,0,0,0,1,1,1,0,0,0,0,0,1,MIXED
augmented_0469_eattribute_added_from_data_synthetic_rename_eclass3_metamodels_rename_eclass3_v1__to__data_synthetic_rename_eclass3_metamodels_rename_eclass3_v2,2,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0266_eattribute_type_changed_from_data_synthetic_add_supertype4_metamodels_add_supertype4_v1__to__data_synthetic_add_supertype4_metamodels_add_supertype4_v2,3,3,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0041_eattribute_removed_from_data_domains_banking_metamodels_banking_v1__to__data_domains_banking_metamodels_banking_v2,1,1,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0343_eattribute_type_changed_from_data_synthetic_change_type2_metamodels_change_type2_v1__to__data_synthetic_change_type2_metamodels_change_type2_v2,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0092_eattribute_added_from_data_domains_fleet_metamodels_fleet_v2__to__data_domains_fleet_metamodels_fleet_v3,2,2,0,0,0,7,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0441_eattribute_added_from_data_synthetic_rename_attribute2_metamodels_rename_attribute2_v1__to__data_synthetic_rename_attribute2_metamodels_rename_attribute2_v2,1,1,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
data_synthetic_change_abstract2_metamodels_change_abstract2_v1__to__data_synthetic_change_abstract2_metamodels_change_abstract2_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MIXED
augmented_0353_eattribute_type_changed_from_data_synthetic_change_type4_metamodels_change_type4_v1__to__data_synthetic_change_type4_metamodels_change_type4_v2,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0496_eattribute_type_changed_from_tests_org.eclipse.emfcloud.modelserver.emf.tests_resources_Test1__10f1a24__94a5a6d,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
data_domains_clinic_metamodels_clinic_v2__to__data_domains_clinic_metamodels_clinic_v3,3,4,1,1,0,9,14,5,3,0,0,1,4,3,2,0,0,0,0,0,1,MIXED
data_domains_ecommerce_metamodels_ecommerce_v2__to__data_domains_ecommerce_metamodels_ecommerce_v3,2,2,0,0,0,5,6,1,2,1,0,1,1,0,0,0,0,0,0,0,1,MIXED
augmented_0502_eattribute_removed_from_tests_org.eclipse.emfcloud.modelserver.emf.tests_resources_Test1__381b6ea__94a5a6d,2,2,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
data_domains_banking_metamodels_banking_v1__to__data_domains_banking_metamodels_banking_v2,1,2,1,1,0,2,6,4,2,0,0,0,1,1,0,0,0,0,0,0,1,MIXED
augmented_0407_eclass_abstract_changed_from_data_synthetic_remove_attribute_metamodels_remove_attribute_v1__to__data_synthetic_remove_attribute_metamodels_remove_attribute_v2,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0024_eattribute_removed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__11a7d73__c62bcea,3,3,0,0,0,5,4,-1,0,1,0,9,9,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
data_synthetic_change_nsuri_metamodels_change_nsuri_v1__to__data_synthetic_change_nsuri_metamodels_change_nsuri_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MIXED
augmented_0439_eclass_removed_from_data_synthetic_remove_reference4_metamodels_remove_reference4_v1__to__data_synthetic_remove_reference4_metamodels_remove_reference4_v2,2,1,-1,0,1,4,2,-2,0,0,0,2,2,0,0,0,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0131_ereference_multiplicity_changed_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,9,0,0,0,0,2,2,0,0,0,1,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
augmented_0307_eclass_added_from_data_synthetic_change_containment3_metamodels_change_containment3_v1__to__data_synthetic_change_containment3_metamodels_change_containment3_v2,2,3,1,1,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0412_eattribute_type_changed_from_data_synthetic_remove_eclass2_metamodels_remove_eclass2_v1__to__data_synthetic_remove_eclass2_metamodels_remove_eclass2_v2,3,3,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0331_eattribute_added_from_data_synthetic_change_nsuri4_metamodels_change_nsuri4_v1__to__data_synthetic_change_nsuri4_metamodels_change_nsuri4_v2,1,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0096_ereference_removed_from_data_domains_fleet_metamodels_fleet_v2__to__data_domains_fleet_metamodels_fleet_v3,2,2,0,0,0,7,7,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0044_eclass_added_from_data_domains_banking_metamodels_banking_v2__to__data_domains_banking_metamodels_banking_v3,2,3,1,1,0,6,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0088_eattribute_type_changed_from_data_domains_fleet_metamodels_fleet_v1__to__data_domains_fleet_metamodels_fleet_v2,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0380_eclass_abstract_changed_from_data_synthetic_mixed4_metamodels_mixed4_v1__to__data_synthetic_mixed4_metamodels_mixed4_v2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0362_eattribute_added_from_data_synthetic_mixed2_metamodels_mixed2_v1__to__data_synthetic_mixed2_metamodels_mixed2_v2,2,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0337_eattribute_removed_from_data_synthetic_change_nsuri_metamodels_change_nsuri_v1__to__data_synthetic_change_nsuri_metamodels_change_nsuri_v2,1,1,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0379_ereference_added_from_data_synthetic_mixed4_metamodels_mixed4_v1__to__data_synthetic_mixed4_metamodels_mixed4_v2,2,2,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0274_eattribute_type_changed_from_data_synthetic_add_supertype_metamodels_add_supertype_v1__to__data_synthetic_add_supertype_metamodels_add_supertype_v2,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0015_eattribute_removed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__10f1a24__11a7d73,2,2,0,0,0,4,3,-1,0,1,0,4,4,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
data_synthetic_change_abstract4_metamodels_change_abstract4_v1__to__data_synthetic_change_abstract4_metamodels_change_abstract4_v2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MIXED
augmented_0182_eclass_abstract_changed_from_data_synthetic_add_attribute3_metamodels_add_attribute3_v1__to__data_synthetic_add_attribute3_metamodels_add_attribute3_v2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0130_ereference_removed_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,9,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0456_eattribute_added_from_data_synthetic_rename_attribute_metamodels_rename_attribute_v1__to__data_synthetic_rename_attribute_metamodels_rename_attribute_v2,1,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0399_eattribute_added_from_data_synthetic_remove_attribute4_metamodels_remove_attribute4_v1__to__data_synthetic_remove_attribute4_metamodels_remove_attribute4_v2,1,1,0,0,0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0059_ereference_removed_from_data_domains_banking_metamodels_banking_v3__to__data_domains_banking_metamodels_banking_v4,3,3,0,0,0,11,11,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0164_eattribute_added_from_data_domains_smartgrid_metamodels_smartgrid_v2__to__data_domains_smartgrid_metamodels_smartgrid_v3,2,2,0,0,0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0438_eclass_removed_from_data_synthetic_remove_reference3_metamodels_remove_reference3_v1__to__data_synthetic_remove_reference3_metamodels_remove_reference3_v2,2,1,-1,0,1,2,1,-1,0,0,0,2,2,0,0,0,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0049_ereference_added_from_data_domains_banking_metamodels_banking_v2__to__data_domains_banking_metamodels_banking_v3,2,2,0,0,0,6,6,0,0,0,0,1,2,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
examples_org.eclipse.emfcloud.modelserver.glsp.example.model_model_model__0486d0a__66f8073,4,4,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,MIXED
augmented_0156_eclass_supertype_added_from_data_domains_shop_metamodels_shop_v3__to__data_domains_shop_metamodels_shop_v4,3,3,0,0,0,10,10,0,0,0,0,2,2,0,0,0,0,0,0,1,0,ECLASS_SUPERTYPE_ADDED
data_synthetic_add_attribute_metamodels_add_attribute_v1__to__data_synthetic_add_attribute_metamodels_add_attribute_v2,1,1,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0233_eclass_removed_from_data_synthetic_add_reference4_metamodels_add_reference4_v1__to__data_synthetic_add_reference4_metamodels_add_reference4_v2,3,2,-1,0,1,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0141_eattribute_removed_from_data_domains_shop_metamodels_shop_v2__to__data_domains_shop_metamodels_shop_v3,2,2,0,0,0,6,5,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0213_eclass_added_from_data_synthetic_add_eclass_metamodels_add_eclass_v1__to__data_synthetic_add_eclass_metamodels_add_eclass_v2,1,2,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0151_eattribute_type_changed_from_data_domains_shop_metamodels_shop_v3__to__data_domains_shop_metamodels_shop_v4,3,3,0,0,0,10,10,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0128_eattribute_type_changed_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,9,0,0,0,1,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0342_eattribute_removed_from_data_synthetic_change_type2_metamodels_change_type2_v1__to__data_synthetic_change_type2_metamodels_change_type2_v2,1,1,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0217_eclass_abstract_changed_from_data_synthetic_add_eclass_metamodels_add_eclass_v1__to__data_synthetic_add_eclass_metamodels_add_eclass_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0320_eclass_removed_from_data_synthetic_change_multiplicity_metamodels_change_multiplicity_v1__to__data_synthetic_change_multiplicity_metamodels_change_multiplicity_v2,2,1,-1,0,1,2,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,EREFERENCE_MULTIPLICITY_CHANGED
data_domains_company_metamodels_company_v2__to__data_domains_company_metamodels_company_v3,3,3,0,0,0,7,7,0,2,2,0,2,2,0,0,0,0,0,0,0,1,MIXED
augmented_0033_eattribute_removed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,2,0,0,0,4,3,-1,0,1,0,4,4,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0177_eclass_abstract_changed_from_data_synthetic_add_attribute2_metamodels_add_attribute2_v1__to__data_synthetic_add_attribute2_metamodels_add_attribute2_v2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0034_eattribute_type_changed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,2,0,0,0,4,4,0,0,0,1,4,4,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0251_ereference_added_from_data_synthetic_add_supertype2_metamodels_add_supertype2_v1__to__data_synthetic_add_supertype2_metamodels_add_supertype2_v2,3,3,0,0,0,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0410_eattribute_added_from_data_synthetic_remove_eclass2_metamodels_remove_eclass2_v1__to__data_synthetic_remove_eclass2_metamodels_remove_eclass2_v2,3,3,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
